Montant_de_la_commande,Quantite,Prix_Unité,Montant_Remise,Montant_Livraison,a_code_promo,canal_vente,Type_client,ville_client,prix_catalogue,En_Promo,canal_produit,Categorie,Type_Vente,Type_paiement,Annee,Mois,Trimestre,Semestre,est_saison_haute,remise_pct,ratio_prix_catalogue
150.0,1,150.0,0.0,0.0,1,B2B,Entreprise,Ben Arous,178.5,False,Terrain,LA TOUCHE DÉCO,Terrain,VIREMENT,2025,4,Trimestre 2,Semestre 1,0,0.0,0.8403361344537815
65.0,1,65.0,0.0,8.0,1,B2C,Particulier,Tunis,65.0,False,Site Web,JEUX,Site_Web,WALLET PAYMENT,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
154.0,1,25.0,0.0,0.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
154.0,1,129.0,0.0,0.0,1,B2C,Particulier,Tunis,129.0,False,Site Web,ART DE LA TABLE,Site_Web,PAY IN PERSON,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
91.0,1,48.0,0.0,8.0,1,B2C,Particulier,Tunis,48.0,False,Site Web,JEUX,Site_Web,PAY IN PERSON,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
91.0,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
91.0,1,18.0,0.0,8.0,1,B2C,Particulier,Tunis,18.0,False,Site Web,CARAFES ET BOUTEILLES,Site_Web,PAY IN PERSON,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
86.0,1,86.0,0.0,8.0,1,B2C,Particulier,Ariana,86.0,False,Site Web,ÉLEMENT DE DÉCO,Site_Web,WALLET PAYMENT,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
95.0,1,30.0,0.0,8.0,1,B2C,Particulier,Tunis,30.0,False,Site Web,JEUX,Site_Web,PAY IN PERSON,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
95.0,1,65.0,0.0,8.0,1,B2C,Particulier,Tunis,65.0,False,Site Web,JEUX,Site_Web,PAY IN PERSON,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
95.0,2,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
95.0,1,45.0,0.0,8.0,1,B2C,Particulier,Tunis,45.0,False,Site Web,ARTISANAT,Site_Web,PAY IN PERSON,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
100.0,4,25.0,0.0,8.0,1,B2C,Particulier,Ben Arous,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
160.0,1,45.0,0.0,0.0,1,B2C,Particulier,Ariana,45.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,PAY IN PERSON,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
160.0,1,115.0,0.0,0.0,1,B2C,Particulier,Ariana,115.0,False,Site Web,ARTICLES EN CUIVRE,Site_Web,PAY IN PERSON,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
85.0,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,WALLET PAYMENT,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
85.0,1,45.0,0.0,8.0,1,B2C,Particulier,Tunis,45.0,False,Site Web,ARTISANAT,Site_Web,WALLET PAYMENT,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
85.0,1,15.0,0.0,8.0,1,B2C,Particulier,Tunis,15.0,False,Site Web,ART DE TABLE,Site_Web,WALLET PAYMENT,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
92.0,1,92.0,0.0,8.0,1,B2C,Particulier,Tunis,92.0,False,Site Web,VASES,Site_Web,AUTRE,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
60.0,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,30.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,WALLET PAYMENT,2025,4,Trimestre 2,Semestre 1,0,0.0,0.8333333333333334
60.0,1,35.0,0.0,8.0,1,B2C,Particulier,Tunis,35.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,WALLET PAYMENT,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
100.0,1,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,PAY IN PERSON,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
100.0,2,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
150.0,1,115.0,0.0,0.0,1,B2C,Particulier,Ben Arous,130.0,False,Site Web,SCULPTURES,Site_Web,PAY IN PERSON,2025,4,Trimestre 2,Semestre 1,0,0.0,0.8846153846153846
150.0,1,35.0,0.0,0.0,1,B2C,Particulier,Ben Arous,35.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,PAY IN PERSON,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
96.0,3,32.0,0.0,0.0,1,B2B,Entreprise,Sousse,38.08,False,Terrain,COFFRETS CADEAUX,Terrain,VIREMENT,2025,4,Trimestre 2,Semestre 1,0,0.0,0.8403361344537815
128.0,4,32.0,0.0,0.0,1,B2B,Entreprise,Ben Arous,38.08,False,Terrain,COFFRETS CADEAUX,Terrain,VIREMENT,2025,4,Trimestre 2,Semestre 1,0,0.0,0.8403361344537815
99.9,2,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
99.9,1,49.9,0.0,8.0,1,B2C,Particulier,Tunis,49.9,False,Site Web,COFFRETS CADEAUX,Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
109.0,1,34.0,0.0,8.0,1,B2C,Particulier,Tunis,34.0,False,Site Web,ART DE LA TABLE,Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
109.0,1,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
109.0,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
115.0,1,45.0,0.0,8.0,1,B2C,Particulier,Gafsa,45.0,False,Site Web,JEUX,Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
115.0,1,25.0,0.0,8.0,1,B2C,Particulier,Gafsa,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
115.0,1,45.0,0.0,8.0,1,B2C,Particulier,Gafsa,45.0,False,Site Web,ARTISANAT,Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
110.0,1,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
110.0,1,35.0,0.0,8.0,1,B2C,Particulier,Tunis,35.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
110.0,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,SCULPTURES,Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
115.0,1,90.0,0.0,8.0,1,B2C,Particulier,Tunis,90.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
115.0,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
92.0,1,92.0,0.0,8.0,1,B2C,Particulier,Ben Arous,92.0,False,Site Web,CARAFES ET BOUTEILLES,Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
95.0,1,45.0,0.0,8.0,1,B2C,Particulier,Tunis,45.0,False,Site Web,ARTISANAT,Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
95.0,1,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,"VERRES, CUIVRES",Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
100.0,2,50.0,0.0,8.0,1,B2C,Particulier,Kebili,50.0,False,Site Web,"VERRES, CUIVRES",Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
50.0,1,50.0,0.0,8.0,1,B2C,Particulier,Ben Arous,50.0,False,Site Web,"VERRES, CUIVRES",Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
45.0,1,45.0,0.0,8.0,1,B2C,Particulier,Ben Arous,45.0,False,Site Web,JEUX,Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
74.9,1,49.9,0.0,8.0,1,B2C,Particulier,Tunis,49.9,False,Site Web,VERRES,Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
74.9,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
25.0,1,25.0,0.0,8.0,1,B2C,Particulier,Jendouba,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,WALLET PAYMENT,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
90.0,1,90.0,0.0,8.0,1,B2C,Particulier,Jendouba,90.0,False,Site Web,SERVICE DE TABLE,Site_Web,WALLET PAYMENT,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
100.0,1,0.0,100.0,8.0,1,B2C,Particulier,Tunis,100.0,False,Site Web,"VERRES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,1.0,0.0
129.0,1,29.0,100.0,8.0,1,B2C,Particulier,Manubah,100.0,False,Site Web,ART DE TABLE,Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,1.0,0.29
155.0,2,45.0,0.0,0.0,1,B2C,Particulier,Tunis,45.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
155.0,1,20.0,0.0,0.0,1,B2C,Particulier,Tunis,20.0,False,Site Web,CARAFES ET BOUTEILLES,Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
155.0,1,15.0,0.0,0.0,1,B2C,Particulier,Tunis,15.0,False,Site Web,VASES,Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
155.0,2,15.0,0.0,0.0,1,B2C,Particulier,Tunis,15.0,False,Site Web,ART DE TABLE,Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
50.0,1,50.0,0.0,8.0,1,B2C,Particulier,Nabeul,50.0,False,Site Web,"VERRES, CUIVRES",Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
50.0,1,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,"VERRES, CUIVRES",Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
95.0,1,45.0,0.0,8.0,1,B2C,Particulier,Ben Arous,45.0,False,Site Web,ARTISANAT,Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
95.0,1,25.0,0.0,8.0,1,B2C,Particulier,Ben Arous,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
95.0,1,25.0,0.0,8.0,1,B2C,Particulier,Ben Arous,30.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,0.8333333333333334
90.0,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
90.0,1,15.0,0.0,8.0,1,B2C,Particulier,Tunis,15.0,False,Site Web,ART DE TABLE,Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
90.0,1,15.0,0.0,8.0,1,B2C,Particulier,Tunis,15.0,False,Site Web,VASES,Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
90.0,1,20.0,0.0,8.0,1,B2C,Particulier,Tunis,20.0,False,Site Web,CARAFES ET BOUTEILLES,Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
90.0,1,15.0,0.0,8.0,1,B2C,Particulier,Tunis,20.0,False,Site Web,CARAFES ET BOUTEILLES,Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,0.75
90.0,1,90.0,0.0,8.0,1,B2C,Particulier,Tunis,90.0,False,Site Web,"CÉRAMIQUES, BOUGEOIRS",Site_Web,WALLET PAYMENT,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
120.0,1,120.0,0.0,8.0,1,B2C,Particulier,Tunis,120.0,False,Site Web,SERVICE DE TABLE,Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
399.0,1,399.0,0.0,0.0,1,B2C,Particulier,Tunis,399.0,False,Site Web,SERVICE DE TABLE,Site_Web,AUTRE,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
225.0,1,50.0,0.0,0.0,1,B2C,Particulier,Sfax,50.0,False,Site Web,"VERRES, CUIVRES",Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
225.0,1,50.0,0.0,0.0,1,B2C,Particulier,Sfax,50.0,False,Site Web,"VERRES, CUIVRES",Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
225.0,1,50.0,0.0,0.0,1,B2C,Particulier,Sfax,50.0,False,Site Web,"VERRES, CUIVRES",Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
225.0,3,25.0,0.0,0.0,1,B2C,Particulier,Sfax,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
50.0,2,25.0,0.0,8.0,1,B2C,Particulier,Manubah,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,WALLET PAYMENT,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
145.0,1,145.0,0.0,0.0,1,B2C,Particulier,Tunis,145.0,False,Site Web,"VERRES, SERVICE DE TABLE",Site_Web,AUTRE,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
95.0,1,45.0,0.0,8.0,1,B2C,Particulier,Tunis,45.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
95.0,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,SCULPTURES,Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
95.0,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
25.0,1,25.0,0.0,8.0,1,B2C,Particulier,Manouba,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
25.0,1,25.0,0.0,8.0,1,B2C,Particulier,Monastir,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,AUTRE,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
90.0,1,90.0,0.0,8.0,1,B2C,Particulier,Manouba,90.0,False,Site Web,SERVICE DE TABLE,Site_Web,WALLET PAYMENT,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
115.0,1,90.0,0.0,8.0,1,B2C,Particulier,Tunis,90.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
115.0,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
100.0,1,65.0,0.0,8.0,1,B2C,Particulier,Tunis,65.0,False,Site Web,JEUX,Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
100.0,1,35.0,0.0,8.0,1,B2C,Particulier,Tunis,35.0,False,Site Web,ART DE TABLE,Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
60.0,1,25.0,0.0,8.0,1,B2C,Particulier,Sfax,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,WALLET PAYMENT,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
60.0,1,35.0,0.0,8.0,1,B2C,Particulier,Sfax,35.0,False,Site Web,CÉRAMIQUES,Site_Web,WALLET PAYMENT,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
49.9,1,49.9,0.0,8.0,1,B2C,Particulier,Jendouba,49.9,False,Site Web,COFFRETS CADEAUX,Site_Web,WALLET PAYMENT,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
96.0,3,32.0,0.0,0.0,1,B2B,Entreprise,Ben Arous,38.08,False,Terrain,COFFRETS CADEAUX,Terrain,VIREMENT,2025,5,Trimestre 2,Semestre 1,0,0.0,0.8403361344537815
140.0,1,140.0,0.0,0.0,1,B2B,Entreprise,Sousse,166.6,False,Terrain,LUMINAIRES,Terrain,VIREMENT,2025,5,Trimestre 2,Semestre 1,0,0.0,0.8403361344537815
96.0,3,32.0,0.0,0.0,1,B2B,Entreprise,Sousse,38.08,False,Terrain,COFFRETS CADEAUX,Terrain,VIREMENT,2025,5,Trimestre 2,Semestre 1,0,0.0,0.8403361344537815
40.0,1,40.0,0.0,0.0,1,B2B,Entreprise,Sousse,47.599999999999994,False,Terrain,COFFRETS CADEAUX,Terrain,VIREMENT,2025,5,Trimestre 2,Semestre 1,0,0.0,0.8403361344537816
49.9,1,49.9,0.0,8.0,1,B2C,Particulier,Sfax,49.9,False,Site Web,COFFRETS CADEAUX,Site_Web,PAY IN PERSON,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
92.0,1,92.0,0.0,8.0,1,B2C,Particulier,Tunis,92.0,False,Site Web,BOIS D'OLIVIER,Site_Web,AUTRE,2025,5,Trimestre 2,Semestre 1,0,0.0,1.0
30.0,1,30.0,0.0,8.0,1,B2C,Particulier,Tunis,30.0,False,Site Web,JEUX,Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
92.0,1,92.0,0.0,8.0,1,B2C,Particulier,Tunis,92.0,False,Site Web,CARAFES ET BOUTEILLES,Site_Web,AUTRE,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
129.0,1,129.0,0.0,8.0,1,B2C,Particulier,Tunis,100.0,False,Site Web,ART DE TABLE,Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.29
90.0,1,90.0,0.0,8.0,1,B2C,Particulier,Tunis,90.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
100.0,4,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
100.0,1,50.0,0.0,8.0,1,B2C,Particulier,Beja,50.0,False,Site Web,"VERRES, CUIVRES",Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
100.0,1,50.0,0.0,8.0,1,B2C,Particulier,Beja,50.0,False,Site Web,"VERRES, CUIVRES",Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
86.0,1,86.0,0.0,8.0,1,B2C,Particulier,Tunis,86.0,False,Site Web,ÉLEMENT DE DÉCO,Site_Web,WALLET PAYMENT,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
90.0,1,90.0,0.0,8.0,1,B2C,Particulier,Tunis,90.0,False,Site Web,"CÉRAMIQUES, BOUGEOIRS",Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
30.0,1,30.0,0.0,8.0,1,B2C,Particulier,Tunis,30.0,False,Site Web,JEUX,Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
90.0,1,90.0,0.0,8.0,1,B2C,Particulier,Tunis,90.0,False,Site Web,"CÉRAMIQUES, BOUGEOIRS",Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
60.0,1,35.0,0.0,8.0,1,B2C,Particulier,Tunis,35.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,WALLET PAYMENT,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
60.0,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,WALLET PAYMENT,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
86.0,1,86.0,0.0,8.0,1,B2C,Particulier,Nabeul,70.0,False,Site Web,ART DE TABLE,Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.2285714285714286
95.0,1,25.0,0.0,8.0,1,B2C,Particulier,Ariana,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
95.0,1,30.0,0.0,8.0,1,B2C,Particulier,Ariana,30.0,False,Site Web,JEUX,Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
95.0,1,15.0,0.0,8.0,1,B2C,Particulier,Ariana,15.0,False,Site Web,ART DE TABLE,Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
95.0,1,25.0,0.0,8.0,1,B2C,Particulier,Ariana,25.0,False,Site Web,VASES ET POTS,Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
102.0,3,34.0,0.0,8.0,1,B2C,Particulier,Tunis,34.0,False,Site Web,ART DE LA TABLE,Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
100.0,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
100.0,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,30.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,0.8333333333333334
100.0,1,35.0,0.0,8.0,1,B2C,Particulier,Tunis,35.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
100.0,1,15.0,0.0,8.0,1,B2C,Particulier,Tunis,15.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
104.0,1,34.0,0.0,8.0,1,B2C,Particulier,Jendouba,34.0,False,Site Web,ART DE LA TABLE,Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
104.0,1,25.0,0.0,8.0,1,B2C,Particulier,Jendouba,25.0,False,Site Web,VASES ET POTS,Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
104.0,1,45.0,0.0,8.0,1,B2C,Particulier,Jendouba,45.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
50.0,1,50.0,0.0,8.0,1,B2C,Particulier,Sousse,50.0,False,Site Web,"VERRES, CUIVRES",Site_Web,AUTRE,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
100.0,4,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,SCULPTURES,Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
105.0,1,90.0,0.0,8.0,1,B2C,Particulier,Tunis,90.0,False,Site Web,ARTISANAT,Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
105.0,1,15.0,0.0,8.0,1,B2C,Particulier,Tunis,15.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
100.0,1,35.0,0.0,8.0,1,B2C,Particulier,Ben Arous,35.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
100.0,2,25.0,0.0,8.0,1,B2C,Particulier,Ben Arous,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
100.0,1,15.0,0.0,8.0,1,B2C,Particulier,Ben Arous,15.0,False,Site Web,ART DE TABLE,Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
100.0,3,25.0,0.0,8.0,1,B2C,Particulier,Sousse,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
100.0,1,25.0,0.0,8.0,1,B2C,Particulier,Sousse,25.0,False,Site Web,SCULPTURES,Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
110.0,1,35.0,0.0,8.0,1,B2C,Particulier,Ariana,35.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
